sense1,ants1, deri1, vgrp1, pert1, sense2,ants2, deri2, vgrp2, pert2, merge
play#v#25,,playactor#n#1; playacting#n#1; roleplaying#n#1; play#n#2; play#n#1; player#n#3; playing#n#3,play#v#14; play#v#26; represent#v#10; act#v#6,,play#v#21,,,flirt#v#2,,not-merged
play#v#25,,playactor#n#1; playacting#n#1; roleplaying#n#1; play#n#2; play#n#1; player#n#3; playing#n#3,play#v#14; play#v#26; represent#v#10; act#v#6,,play#v#23,,,,,not-merged
play#v#25,,playactor#n#1; playacting#n#1; roleplaying#n#1; play#n#2; play#n#1; player#n#3; playing#n#3,play#v#14; play#v#26; represent#v#10; act#v#6,,play#v#9,,play#n#11,,,not-merged
play#v#25,,playactor#n#1; playacting#n#1; roleplaying#n#1; play#n#2; play#n#1; player#n#3; playing#n#3,play#v#14; play#v#26; represent#v#10; act#v#6,,play#v#24,,play#n#13,,,not-merged
play#v#26,,play#n#1; play#n#2,playact#v#1,,play#v#10,,play#n#16,play#v#29,,not-merged
play#v#26,,play#n#1; play#n#2,playact#v#1,,play#v#29,,play#n#16,play#v#30; play#v#10,,not-merged
play#v#26,,play#n#1; play#n#2,playact#v#1,,play#v#30,,play#n#16,play#v#29,,not-merged
play#v#26,,play#n#1; play#n#2,playact#v#1,,play#v#16,,playing#n#2,,,not-merged
play#v#26,,play#n#1; play#n#2,playact#v#1,,play#v#19,,,,,not-merged
play#v#26,,play#n#1; play#n#2,playact#v#1,,play#v#20,,play#n#4,,,not-merged
play#v#26,,play#n#1; play#n#2,playact#v#1,,play#v#21,,,flirt#v#2,,not-merged
play#v#26,,play#n#1; play#n#2,playact#v#1,,play#v#23,,,,,not-merged
play#v#26,,play#n#1; play#n#2,playact#v#1,,play#v#9,,play#n#11,,,not-merged
play#v#26,,play#n#1; play#n#2,playact#v#1,,play#v#24,,play#n#13,,,not-merged
play#v#10,,play#n#16,play#v#29,,play#v#29,,play#n#16,play#v#30; play#v#10,,merged
play#v#10,,play#n#16,play#v#29,,play#v#30,,play#n#16,play#v#29,,merged
play#v#10,,play#n#16,play#v#29,,play#v#16,,playing#n#2,,,not-merged
play#v#10,,play#n#16,play#v#29,,play#v#19,,,,,not-merged
play#v#10,,play#n#16,play#v#29,,play#v#20,,play#n#4,,,not-merged
play#v#10,,play#n#16,play#v#29,,play#v#21,,,flirt#v#2,,not-merged
play#v#10,,play#n#16,play#v#29,,play#v#23,,,,,not-merged
play#v#10,,play#n#16,play#v#29,,play#v#9,,play#n#11,,,not-merged
play#v#10,,play#n#16,play#v#29,,play#v#24,,play#n#13,,,not-merged
play#v#29,,play#n#16,play#v#30; play#v#10,,play#v#30,,play#n#16,play#v#29,,merged
play#v#29,,play#n#16,play#v#30; play#v#10,,play#v#16,,playing#n#2,,,not-merged
play#v#29,,play#n#16,play#v#30; play#v#10,,play#v#19,,,,,not-merged
play#v#29,,play#n#16,play#v#30; play#v#10,,play#v#20,,play#n#4,,,not-merged
play#v#29,,play#n#16,play#v#30; play#v#10,,play#v#21,,,flirt#v#2,,not-merged
play#v#29,,play#n#16,play#v#30; play#v#10,,play#v#23,,,,,not-merged
play#v#29,,play#n#16,play#v#30; play#v#10,,play#v#9,,play#n#11,,,not-merged
play#v#29,,play#n#16,play#v#30; play#v#10,,play#v#24,,play#n#13,,,not-merged
play#v#30,,play#n#16,play#v#29,,play#v#16,,playing#n#2,,,not-merged
play#v#30,,play#n#16,play#v#29,,play#v#19,,,,,not-merged
play#v#30,,play#n#16,play#v#29,,play#v#20,,play#n#4,,,not-merged
play#v#30,,play#n#16,play#v#29,,play#v#21,,,flirt#v#2,,not-merged
play#v#30,,play#n#16,play#v#29,,play#v#23,,,,,not-merged
play#v#30,,play#n#16,play#v#29,,play#v#9,,play#n#11,,,not-merged
play#v#30,,play#n#16,play#v#29,,play#v#24,,play#n#13,,,not-merged
play#v#16,,playing#n#2,,,play#v#19,,,,,merged
play#v#16,,playing#n#2,,,play#v#20,,play#n#4,,,merged
play#v#16,,playing#n#2,,,play#v#21,,,flirt#v#2,,merged
play#v#16,,playing#n#2,,,play#v#23,,,,,merged
play#v#16,,playing#n#2,,,play#v#9,,play#n#11,,,not-merged
play#v#16,,playing#n#2,,,play#v#24,,play#n#13,,,not-merged
play#v#19,,,,,play#v#20,,play#n#4,,,merged
play#v#19,,,,,play#v#21,,,flirt#v#2,,merged
play#v#19,,,,,play#v#23,,,,,merged
play#v#19,,,,,play#v#9,,play#n#11,,,not-merged
play#v#19,,,,,play#v#24,,play#n#13,,,not-merged
play#v#20,,play#n#4,,,play#v#21,,,flirt#v#2,,merged
play#v#20,,play#n#4,,,play#v#23,,,,,merged
play#v#20,,play#n#4,,,play#v#9,,play#n#11,,,not-merged
play#v#20,,play#n#4,,,play#v#24,,play#n#13,,,not-merged
play#v#21,,,flirt#v#2,,play#v#23,,,,,merged
play#v#21,,,flirt#v#2,,play#v#9,,play#n#11,,,not-merged
play#v#21,,,flirt#v#2,,play#v#24,,play#n#13,,,not-merged
play#v#23,,,,,play#v#9,,play#n#11,,,not-merged
play#v#23,,,,,play#v#24,,play#n#13,,,not-merged
play#v#9,,play#n#11,,,play#v#24,,play#n#13,,,merged
tank#n#1,,,,,tank#n#3,,tank#v#1,,,not-merged
tank#n#1,,,,,tank#n#5,,,,,not-merged
tank#n#1,,,,,tank#n#2,,tank#v#2; tank#v#1,,,not-merged
tank#n#1,,,,,tank#n#4,,,,,not-merged
tank#n#3,,tank#v#1,,,tank#n#5,,,,,not-merged
tank#n#3,,tank#v#1,,,tank#n#2,,tank#v#2; tank#v#1,,,not-merged
tank#n#3,,tank#v#1,,,tank#n#4,,,,,not-merged
tank#n#5,,,,,tank#n#2,,tank#v#2; tank#v#1,,,not-merged
tank#n#5,,,,,tank#n#4,,,,,not-merged
tank#n#2,,tank#v#2; tank#v#1,,,tank#n#4,,,,,merged
food#n#1,,,,,food#n#2,,,,,not-merged
food#n#1,,,,,food#n#3,,,,,not-merged
food#n#2,,,,,food#n#3,,,,,not-merged
repository#n#1,,,,,repository#n#2,,,,,not-merged
repository#n#1,,,,,repository#n#3,,,,,not-merged
repository#n#2,,,,,repository#n#3,,,,,not-merged
aim#v#1,,aim#n#3,,,aim#v#4,,,,,merged
aim#v#1,,aim#n#3,,,aim#v#5,,aim#n#3,,,merged
aim#v#1,,aim#n#3,,,aim#v#2,,aim#n#2; aim#n#1,,,not-merged
aim#v#1,,aim#n#3,,,aim#v#3,,,,,not-merged
aim#v#1,,aim#n#3,,,aim#v#6,,,,,not-merged
aim#v#1,,aim#n#3,,,aim#v#7,,,,,not-merged
aim#v#4,,,,,aim#v#5,,aim#n#3,,,merged
aim#v#4,,,,,aim#v#2,,aim#n#2; aim#n#1,,,not-merged
aim#v#4,,,,,aim#v#3,,,,,not-merged
aim#v#4,,,,,aim#v#6,,,,,not-merged
aim#v#4,,,,,aim#v#7,,,,,not-merged
aim#v#5,,aim#n#3,,,aim#v#2,,aim#n#2; aim#n#1,,,not-merged
aim#v#5,,aim#n#3,,,aim#v#3,,,,,not-merged
aim#v#5,,aim#n#3,,,aim#v#6,,,,,not-merged
aim#v#5,,aim#n#3,,,aim#v#7,,,,,not-merged
aim#v#2,,aim#n#2; aim#n#1,,,aim#v#3,,,,,merged
aim#v#2,,aim#n#2; aim#n#1,,,aim#v#6,,,,,merged
aim#v#2,,aim#n#2; aim#n#1,,,aim#v#7,,,,,merged
aim#v#3,,,,,aim#v#6,,,,,merged
aim#v#3,,,,,aim#v#7,,,,,merged
aim#v#6,,,,,aim#v#7,,,,,merged
accident#n#1,,,,,accident#n#2,,,,,not-merged
suspend#v#3,,suspension#n#7,,,suspend#v#1,,suspension#n#6; suspender#n#1,,,not-merged
suspend#v#3,,suspension#n#7,,,suspend#v#2,,suspension#n#1; suspension#n#6,,,not-merged
suspend#v#3,,suspension#n#7,,,suspend#v#4,,suspension#n#2; suspension#n#3; suspension#n#4,,,not-merged
suspend#v#3,,suspension#n#7,,,suspend#v#5,,,,,not-merged
suspend#v#3,,suspension#n#7,,,suspend#v#6,,,,,not-merged
suspend#v#1,,suspension#n#6; suspender#n#1,,,suspend#v#2,,suspension#n#1; suspension#n#6,,,merged
suspend#v#1,,suspension#n#6; suspender#n#1,,,suspend#v#4,,suspension#n#2; suspension#n#3; suspension#n#4,,,not-merged
suspend#v#1,,suspension#n#6; suspender#n#1,,,suspend#v#5,,,,,not-merged
suspend#v#1,,suspension#n#6; suspender#n#1,,,suspend#v#6,,,,,not-merged
suspend#v#2,,suspension#n#1; suspension#n#6,,,suspend#v#4,,suspension#n#2; suspension#n#3; suspension#n#4,,,not-merged
suspend#v#2,,suspension#n#1; suspension#n#6,,,suspend#v#5,,,,,not-merged
suspend#v#2,,suspension#n#1; suspension#n#6,,,suspend#v#6,,,,,not-merged
suspend#v#4,,suspension#n#2; suspension#n#3; suspension#n#4,,,suspend#v#5,,,,,merged
suspend#v#4,,suspension#n#2; suspension#n#3; suspension#n#4,,,suspend#v#6,,,,,merged
suspend#v#5,,,,,suspend#v#6,,,,,merged
double#v#1,,double#n#4; doubling#n#1; doubling#n#2,,,double#v#3,,,,,not-merged
double#v#1,,double#n#4; doubling#n#1; doubling#n#2,,,double#v#4,,,,,not-merged
double#v#3,,,,,double#v#4,,,,,not-merged
star#n#2,,star#v#2,,,star#n#4,,,,,not-merged
star#n#2,,star#v#2,,,star#n#7,,star#v#3,,,not-merged
star#n#2,,star#v#2,,,star#n#8,,,,,not-merged
star#n#2,,star#v#2,,,star#n#1,,starry#a#1,,,not-merged
star#n#2,,star#v#2,,,star#n#3,,starry#a#1,,,not-merged
star#n#2,,star#v#2,,,star#n#5,,star#v#2; star#v#1,,,not-merged
star#n#2,,star#v#2,,,star#n#6,,stardom#n#1; star#v#2; star#v#1,,,not-merged
star#n#4,,,,,star#n#7,,star#v#3,,,not-merged
star#n#4,,,,,star#n#8,,,,,not-merged
star#n#4,,,,,star#n#1,,starry#a#1,,,not-merged
star#n#4,,,,,star#n#3,,starry#a#1,,,not-merged
star#n#4,,,,,star#n#5,,star#v#2; star#v#1,,,not-merged
star#n#4,,,,,star#n#6,,stardom#n#1; star#v#2; star#v#1,,,not-merged
star#n#7,,star#v#3,,,star#n#8,,,,,not-merged
star#n#7,,star#v#3,,,star#n#1,,starry#a#1,,,not-merged
star#n#7,,star#v#3,,,star#n#3,,starry#a#1,,,not-merged
star#n#7,,star#v#3,,,star#n#5,,star#v#2; star#v#1,,,not-merged
star#n#7,,star#v#3,,,star#n#6,,stardom#n#1; star#v#2; star#v#1,,,not-merged
star#n#8,,,,,star#n#1,,starry#a#1,,,not-merged
star#n#8,,,,,star#n#3,,starry#a#1,,,not-merged
star#n#8,,,,,star#n#5,,star#v#2; star#v#1,,,not-merged
star#n#8,,,,,star#n#6,,stardom#n#1; star#v#2; star#v#1,,,not-merged
star#n#1,,starry#a#1,,,star#n#3,,starry#a#1,,,merged
star#n#1,,starry#a#1,,,star#n#5,,star#v#2; star#v#1,,,not-merged
star#n#1,,starry#a#1,,,star#n#6,,stardom#n#1; star#v#2; star#v#1,,,not-merged
star#n#3,,starry#a#1,,,star#n#5,,star#v#2; star#v#1,,,not-merged
star#n#3,,starry#a#1,,,star#n#6,,stardom#n#1; star#v#2; star#v#1,,,not-merged
star#n#5,,star#v#2; star#v#1,,,star#n#6,,stardom#n#1; star#v#2; star#v#1,,,merged
do#v#4,,,,,do#v#7,,,,,not-merged
do#v#4,,,,,do#v#10,,,,,not-merged
do#v#4,,,,,do#v#11,,,,,not-merged
do#v#4,,,,,do#v#13,,,,,not-merged
do#v#4,,,,,do#v#1,,,make#v#16,,not-merged
do#v#4,,,,,do#v#2,,doer#n#1,,,not-merged
do#v#4,,,,,do#v#3,,doer#n#1,,,not-merged
do#v#4,,,,,do#v#5,,,,,not-merged
do#v#4,,,,,do#v#6,,,,,not-merged
do#v#4,,,,,do#v#8,,,,,not-merged
do#v#4,,,,,do#v#9,,,act_as#v#2; act#v#9,,not-merged
do#v#4,,,,,do#v#12,,,,,not-merged
do#v#7,,,,,do#v#10,,,,,not-merged
do#v#7,,,,,do#v#11,,,,,not-merged
do#v#7,,,,,do#v#13,,,,,not-merged
do#v#7,,,,,do#v#1,,,make#v#16,,not-merged
do#v#7,,,,,do#v#2,,doer#n#1,,,not-merged
do#v#7,,,,,do#v#3,,doer#n#1,,,not-merged
do#v#7,,,,,do#v#5,,,,,not-merged
do#v#7,,,,,do#v#6,,,,,not-merged
do#v#7,,,,,do#v#8,,,,,not-merged
do#v#7,,,,,do#v#9,,,act_as#v#2; act#v#9,,not-merged
do#v#7,,,,,do#v#12,,,,,not-merged
do#v#10,,,,,do#v#11,,,,,not-merged
do#v#10,,,,,do#v#13,,,,,not-merged
do#v#10,,,,,do#v#1,,,make#v#16,,not-merged
do#v#10,,,,,do#v#2,,doer#n#1,,,not-merged
do#v#10,,,,,do#v#3,,doer#n#1,,,not-merged
do#v#10,,,,,do#v#5,,,,,not-merged
do#v#10,,,,,do#v#6,,,,,not-merged
do#v#10,,,,,do#v#8,,,,,not-merged
do#v#10,,,,,do#v#9,,,act_as#v#2; act#v#9,,not-merged
do#v#10,,,,,do#v#12,,,,,not-merged
do#v#11,,,,,do#v#13,,,,,not-merged
do#v#11,,,,,do#v#1,,,make#v#16,,not-merged
do#v#11,,,,,do#v#2,,doer#n#1,,,not-merged
do#v#11,,,,,do#v#3,,doer#n#1,,,not-merged
do#v#11,,,,,do#v#5,,,,,not-merged
do#v#11,,,,,do#v#6,,,,,not-merged
do#v#11,,,,,do#v#8,,,,,not-merged
do#v#11,,,,,do#v#9,,,act_as#v#2; act#v#9,,not-merged
do#v#11,,,,,do#v#12,,,,,not-merged
do#v#13,,,,,do#v#1,,,make#v#16,,not-merged
do#v#13,,,,,do#v#2,,doer#n#1,,,not-merged
do#v#13,,,,,do#v#3,,doer#n#1,,,not-merged
do#v#13,,,,,do#v#5,,,,,not-merged
do#v#13,,,,,do#v#6,,,,,not-merged
do#v#13,,,,,do#v#8,,,,,not-merged
do#v#13,,,,,do#v#9,,,act_as#v#2; act#v#9,,not-merged
do#v#13,,,,,do#v#12,,,,,not-merged
do#v#1,,,make#v#16,,do#v#2,,doer#n#1,,,merged
do#v#1,,,make#v#16,,do#v#3,,doer#n#1,,,merged
do#v#1,,,make#v#16,,do#v#5,,,,,merged
do#v#1,,,make#v#16,,do#v#6,,,,,merged
do#v#1,,,make#v#16,,do#v#8,,,,,merged
do#v#1,,,make#v#16,,do#v#9,,,act_as#v#2; act#v#9,,merged
do#v#1,,,make#v#16,,do#v#12,,,,,merged
do#v#2,,doer#n#1,,,do#v#3,,doer#n#1,,,merged
do#v#2,,doer#n#1,,,do#v#5,,,,,merged
do#v#2,,doer#n#1,,,do#v#6,,,,,merged
do#v#2,,doer#n#1,,,do#v#8,,,,,merged
do#v#2,,doer#n#1,,,do#v#9,,,act_as#v#2; act#v#9,,merged
do#v#2,,doer#n#1,,,do#v#12,,,,,merged
do#v#3,,doer#n#1,,,do#v#5,,,,,merged
do#v#3,,doer#n#1,,,do#v#6,,,,,merged
do#v#3,,doer#n#1,,,do#v#8,,,,,merged
do#v#3,,doer#n#1,,,do#v#9,,,act_as#v#2; act#v#9,,merged
do#v#3,,doer#n#1,,,do#v#12,,,,,merged
do#v#5,,,,,do#v#6,,,,,merged
do#v#5,,,,,do#v#8,,,,,merged
do#v#5,,,,,do#v#9,,,act_as#v#2; act#v#9,,merged
do#v#5,,,,,do#v#12,,,,,merged
do#v#6,,,,,do#v#8,,,,,merged
do#v#6,,,,,do#v#9,,,act_as#v#2; act#v#9,,merged
do#v#6,,,,,do#v#12,,,,,merged
do#v#8,,,,,do#v#9,,,act_as#v#2; act#v#9,,merged
do#v#8,,,,,do#v#12,,,,,merged
do#v#9,,,act_as#v#2; act#v#9,,do#v#12,,,,,merged
assist#v#1,,assistive#a#1; assistant#n#1; assist#n#1; assistance#n#1,,,assist#v#2,,assistant#a#1; assistant#n#1,,,merged
assist#v#1,,assistive#a#1; assistant#n#1; assist#n#1; assistance#n#1,,,assist#v#3,,assist#n#1,serve#v#7,,merged
assist#v#2,,assistant#a#1; assistant#n#1,,,assist#v#3,,assist#n#1,serve#v#7,,merged
adopt#v#4,,,,,adopt#v#5,,adoptable#a#1; adoptive#a#1; adoptee#n#1; adoption#n#2; adopter#n#1,,,not-merged
adopt#v#4,,,,,adopt#v#6,,,,,not-merged
adopt#v#4,,,,,adopt#v#1,,adoption#n#1,,,not-merged
adopt#v#4,,,,,adopt#v#2,,adoptive#a#2; adoption#n#3,,,not-merged
adopt#v#4,,,,,adopt#v#3,,,,,not-merged
adopt#v#4,,,,,adopt#v#7,,adoption#n#3,,,not-merged
adopt#v#5,,adoptable#a#1; adoptive#a#1; adoptee#n#1; adoption#n#2; adopter#n#1,,,adopt#v#6,,,,,not-merged
adopt#v#5,,adoptable#a#1; adoptive#a#1; adoptee#n#1; adoption#n#2; adopter#n#1,,,adopt#v#1,,adoption#n#1,,,not-merged
adopt#v#5,,adoptable#a#1; adoptive#a#1; adoptee#n#1; adoption#n#2; adopter#n#1,,,adopt#v#2,,adoptive#a#2; adoption#n#3,,,not-merged
adopt#v#5,,adoptable#a#1; adoptive#a#1; adoptee#n#1; adoption#n#2; adopter#n#1,,,adopt#v#3,,,,,not-merged
adopt#v#5,,adoptable#a#1; adoptive#a#1; adoptee#n#1; adoption#n#2; adopter#n#1,,,adopt#v#7,,adoption#n#3,,,not-merged
adopt#v#6,,,,,adopt#v#1,,adoption#n#1,,,not-merged
adopt#v#6,,,,,adopt#v#2,,adoptive#a#2; adoption#n#3,,,not-merged
adopt#v#6,,,,,adopt#v#3,,,,,not-merged
adopt#v#6,,,,,adopt#v#7,,adoption#n#3,,,not-merged
adopt#v#1,,adoption#n#1,,,adopt#v#2,,adoptive#a#2; adoption#n#3,,,merged
adopt#v#1,,adoption#n#1,,,adopt#v#3,,,,,merged
adopt#v#1,,adoption#n#1,,,adopt#v#7,,adoption#n#3,,,merged
adopt#v#2,,adoptive#a#2; adoption#n#3,,,adopt#v#3,,,,,merged
adopt#v#2,,adoptive#a#2; adoption#n#3,,,adopt#v#7,,adoption#n#3,,,merged
adopt#v#3,,,,,adopt#v#7,,adoption#n#3,,,merged
hall#n#1,,,,,hall#n#2,,,,,not-merged
hall#n#1,,,,,hall#n#13,,,,,not-merged
hall#n#1,,,,,hall#n#11,,,,,not-merged
hall#n#1,,,,,hall#n#4,,,,,not-merged
hall#n#1,,,,,hall#n#12,,,,,not-merged
hall#n#1,,,,,hall#n#3,,,,,not-merged
hall#n#1,,,,,hall#n#5,,,,,not-merged
hall#n#2,,,,,hall#n#13,,,,,not-merged
hall#n#2,,,,,hall#n#11,,,,,not-merged
hall#n#2,,,,,hall#n#4,,,,,not-merged
hall#n#2,,,,,hall#n#12,,,,,not-merged
hall#n#2,,,,,hall#n#3,,,,,not-merged
hall#n#2,,,,,hall#n#5,,,,,not-merged
hall#n#13,,,,,hall#n#11,,,,,not-merged
hall#n#13,,,,,hall#n#4,,,,,not-merged
hall#n#13,,,,,hall#n#12,,,,,not-merged
hall#n#13,,,,,hall#n#3,,,,,not-merged
hall#n#13,,,,,hall#n#5,,,,,not-merged
hall#n#11,,,,,hall#n#4,,,,,not-merged
hall#n#11,,,,,hall#n#12,,,,,not-merged
hall#n#11,,,,,hall#n#3,,,,,not-merged
hall#n#11,,,,,hall#n#5,,,,,not-merged
hall#n#4,,,,,hall#n#12,,,,,merged
hall#n#4,,,,,hall#n#3,,,,,not-merged
hall#n#4,,,,,hall#n#5,,,,,not-merged
hall#n#12,,,,,hall#n#3,,,,,not-merged
hall#n#12,,,,,hall#n#5,,,,,not-merged
hall#n#3,,,,,hall#n#5,,,,,merged
defiance#n#1,,defiant#a#1,,,defiance#n#2,,defiant#a#1; defy#v#3,,,not-merged
defiance#n#1,,defiant#a#1,,,defiance#n#3,,defiant#a#1,,,not-merged
defiance#n#2,,defiant#a#1; defy#v#3,,,defiance#n#3,,defiant#a#1,,,merged
finish#v#4,,finish#n#1; finisher#n#2; finisher#n#3; finishing#n#1,,,finish#v#1,,finisher#n#1; finish#n#7; finish#n#5; finish#n#3; finishing#n#2,,,not-merged
finish#v#4,,finish#n#1; finisher#n#2; finisher#n#3; finishing#n#1,,,finish#v#5,,,,,not-merged
finish#v#4,,finish#n#1; finisher#n#2; finisher#n#3; finishing#n#1,,,finish#v#6,,finish#n#7; finish#n#5,,,not-merged
finish#v#4,,finish#n#1; finisher#n#2; finisher#n#3; finishing#n#1,,,finish#v#2,,,,,not-merged
finish#v#4,,finish#n#1; finisher#n#2; finisher#n#3; finishing#n#1,,,finish#v#3,,finish#n#7; finish#n#5; finish#n#3,,,not-merged
finish#v#1,,finisher#n#1; finish#n#7; finish#n#5; finish#n#3; finishing#n#2,,,finish#v#5,,,,,merged
finish#v#1,,finisher#n#1; finish#n#7; finish#n#5; finish#n#3; finishing#n#2,,,finish#v#6,,finish#n#7; finish#n#5,,,merged
finish#v#1,,finisher#n#1; finish#n#7; finish#n#5; finish#n#3; finishing#n#2,,,finish#v#2,,,,,not-merged
finish#v#1,,finisher#n#1; finish#n#7; finish#n#5; finish#n#3; finishing#n#2,,,finish#v#3,,finish#n#7; finish#n#5; finish#n#3,,,not-merged
finish#v#5,,,,,finish#v#6,,finish#n#7; finish#n#5,,,merged
finish#v#5,,,,,finish#v#2,,,,,not-merged
finish#v#5,,,,,finish#v#3,,finish#n#7; finish#n#5; finish#n#3,,,not-merged
finish#v#6,,finish#n#7; finish#n#5,,,finish#v#2,,,,,not-merged
finish#v#6,,finish#n#7; finish#n#5,,,finish#v#3,,finish#n#7; finish#n#5; finish#n#3,,,not-merged
finish#v#2,,,,,finish#v#3,,finish#n#7; finish#n#5; finish#n#3,,,merged
emergency#n#1,,emergent#a#1,,,emergency#n#2,,,,,not-merged
emergency#n#1,,emergent#a#1,,,emergency#n#3,,,,,not-merged
emergency#n#2,,,,,emergency#n#3,,,,,not-merged
rim#n#3,,,,,rim#n#4,,,,,not-merged
rim#n#3,,,,,rim#n#1,,rim#v#2,,,not-merged
rim#n#3,,,,,rim#n#2,,,,,not-merged
rim#n#3,,,,,rim#n#5,,brim#v#2,,,not-merged
rim#n#4,,,,,rim#n#1,,rim#v#2,,,not-merged
rim#n#4,,,,,rim#n#2,,,,,not-merged
rim#n#4,,,,,rim#n#5,,brim#v#2,,,not-merged
rim#n#1,,rim#v#2,,,rim#n#2,,,,,merged
rim#n#1,,rim#v#2,,,rim#n#5,,brim#v#2,,,merged
rim#n#2,,,,,rim#n#5,,brim#v#2,,,merged
worker#n#2,,,,,worker#n#3,,work#v#1,,,not-merged
worker#n#2,,,,,worker#n#1,nonworker#n#1,work#v#2; work#v#1,,,not-merged
worker#n#2,,,,,worker#n#4,,work#v#1,,,not-merged
worker#n#3,,work#v#1,,,worker#n#1,nonworker#n#1,work#v#2; work#v#1,,,not-merged
worker#n#3,,work#v#1,,,worker#n#4,,work#v#1,,,not-merged
worker#n#1,nonworker#n#1,work#v#2; work#v#1,,,worker#n#4,,work#v#1,,,merged
rank#v#1,,rank#n#2; ranker#n#1; ranker#n#2; ranking#n#1,,,rank#v#2,,rank#n#2,,,merged
rank#v#1,,rank#n#2; ranker#n#1; ranker#n#2; ranking#n#1,,,rank#v#3,,,,,merged
rank#v#2,,rank#n#2,,,rank#v#3,,,,,merged
ranger#n#1,,,,,ranger#n#2,,,,,not-merged
ranger#n#1,,,,,ranger#n#3,,,,,not-merged
ranger#n#2,,,,,ranger#n#3,,,,,not-merged
shipper#n#1,,ship#v#1,,,shipper#n#2,,ship#v#1,,,not-merged
sign#n#10,,,,,sign#n#11,,signify#v#1; signify#v#2,,,not-merged
sign#n#10,,,,,sign#n#7,,,,,not-merged
sign#n#10,,,,,sign#n#5,,,,,not-merged
sign#n#10,,,,,sign#n#2,,sign#v#6,,,not-merged
sign#n#10,,,,,sign#n#4,,sign#v#6,,,not-merged
sign#n#10,,,,,sign#n#1,,signify#v#2,,,not-merged
sign#n#10,,,,,sign#n#6,,,,,not-merged
sign#n#10,,,,,sign#n#8,,,,,not-merged
sign#n#10,,,,,sign#n#3,,sign#v#8; sign#v#5; signify#v#2; signal#v#1; signal#v#2; signal#v#1; signalize#v#1; signalize#v#3; signalize#v#2; signalize#v#4,,,not-merged
sign#n#10,,,,,sign#n#9,,sign#v#7; sign#v#5; signify#v#2,,,not-merged
sign#n#11,,signify#v#1; signify#v#2,,,sign#n#7,,,,,not-merged
sign#n#11,,signify#v#1; signify#v#2,,,sign#n#5,,,,,not-merged
sign#n#11,,signify#v#1; signify#v#2,,,sign#n#2,,sign#v#6,,,not-merged
sign#n#11,,signify#v#1; signify#v#2,,,sign#n#4,,sign#v#6,,,not-merged
sign#n#11,,signify#v#1; signify#v#2,,,sign#n#1,,signify#v#2,,,not-merged
sign#n#11,,signify#v#1; signify#v#2,,,sign#n#6,,,,,not-merged
sign#n#11,,signify#v#1; signify#v#2,,,sign#n#8,,,,,not-merged
sign#n#11,,signify#v#1; signify#v#2,,,sign#n#3,,sign#v#8; sign#v#5; signify#v#2; signal#v#1; signal#v#2; signal#v#1; signalize#v#1; signalize#v#3; signalize#v#2; signalize#v#4,,,not-merged
sign#n#11,,signify#v#1; signify#v#2,,,sign#n#9,,sign#v#7; sign#v#5; signify#v#2,,,not-merged
sign#n#7,,,,,sign#n#5,,,,,not-merged
sign#n#7,,,,,sign#n#2,,sign#v#6,,,not-merged
sign#n#7,,,,,sign#n#4,,sign#v#6,,,not-merged
sign#n#7,,,,,sign#n#1,,signify#v#2,,,not-merged
sign#n#7,,,,,sign#n#6,,,,,not-merged
sign#n#7,,,,,sign#n#8,,,,,not-merged
sign#n#7,,,,,sign#n#3,,sign#v#8; sign#v#5; signify#v#2; signal#v#1; signal#v#2; signal#v#1; signalize#v#1; signalize#v#3; signalize#v#2; signalize#v#4,,,not-merged
sign#n#7,,,,,sign#n#9,,sign#v#7; sign#v#5; signify#v#2,,,not-merged
sign#n#5,,,,,sign#n#2,,sign#v#6,,,not-merged
sign#n#5,,,,,sign#n#4,,sign#v#6,,,not-merged
sign#n#5,,,,,sign#n#1,,signify#v#2,,,not-merged
sign#n#5,,,,,sign#n#6,,,,,not-merged
sign#n#5,,,,,sign#n#8,,,,,not-merged
sign#n#5,,,,,sign#n#3,,sign#v#8; sign#v#5; signify#v#2; signal#v#1; signal#v#2; signal#v#1; signalize#v#1; signalize#v#3; signalize#v#2; signalize#v#4,,,not-merged
sign#n#5,,,,,sign#n#9,,sign#v#7; sign#v#5; signify#v#2,,,not-merged
sign#n#2,,sign#v#6,,,sign#n#4,,sign#v#6,,,merged
sign#n#2,,sign#v#6,,,sign#n#1,,signify#v#2,,,not-merged
sign#n#2,,sign#v#6,,,sign#n#6,,,,,not-merged
sign#n#2,,sign#v#6,,,sign#n#8,,,,,not-merged
sign#n#2,,sign#v#6,,,sign#n#3,,sign#v#8; sign#v#5; signify#v#2; signal#v#1; signal#v#2; signal#v#1; signalize#v#1; signalize#v#3; signalize#v#2; signalize#v#4,,,not-merged
sign#n#2,,sign#v#6,,,sign#n#9,,sign#v#7; sign#v#5; signify#v#2,,,not-merged
sign#n#4,,sign#v#6,,,sign#n#1,,signify#v#2,,,not-merged
sign#n#4,,sign#v#6,,,sign#n#6,,,,,not-merged
sign#n#4,,sign#v#6,,,sign#n#8,,,,,not-merged
sign#n#4,,sign#v#6,,,sign#n#3,,sign#v#8; sign#v#5; signify#v#2; signal#v#1; signal#v#2; signal#v#1; signalize#v#1; signalize#v#3; signalize#v#2; signalize#v#4,,,not-merged
sign#n#4,,sign#v#6,,,sign#n#9,,sign#v#7; sign#v#5; signify#v#2,,,not-merged
