pos,sense1_wn21,sense2_wn21,sense1_wn16,sense2_wn16,sense1_wn21_def,sense1_wn16_def,sense2_wn21_def,sense2_wn16_def
n,bond.n.4,bond.n.5,bail.n.1,shackle.n.1,(criminal law) money that must be forfeited by the bondsman if an accused person fails to appear in court for trial,(criminal law) money that must be forfeited by the bondsman if an accused person fails to appear in court for trial,a restraint that confines or restricts freedom (especially something used to tie down or restrain a prisoner),anything that restrains (especially something used to tie down or restrain a prisoner)
n,bond.n.4,bond.n.6,bail.n.1,attachment.n.3,(criminal law) money that must be forfeited by the bondsman if an accused person fails to appear in court for trial,(criminal law) money that must be forfeited by the bondsman if an accused person fails to appear in court for trial,a connection that fastens things together,a connection that fastens things together
n,bond.n.7,bond.n.1,bond.n.7,chemical_bond.n.1,a superior quality of strong durable white writing paper; originally made for printing documents,a superior quality of strong durable white writing paper; originally made for printing documents,an electrical force linking atoms,an electrical force linking atoms
n,bond.n.7,bond.n.10,bond.n.7,adhesiveness.n.1,a superior quality of strong durable white writing paper; originally made for printing documents,a superior quality of strong durable white writing paper; originally made for printing documents,the property of sticking together (as of glue and wood) or the joining of surfaces of different composition,the property of sticking together (as of glue and wood)
n,bond.n.7,bond.n.5,bond.n.7,shackle.n.1,a superior quality of strong durable white writing paper; originally made for printing documents,a superior quality of strong durable white writing paper; originally made for printing documents,a restraint that confines or restricts freedom (especially something used to tie down or restrain a prisoner),anything that restrains (especially something used to tie down or restrain a prisoner)
n,bond.n.7,bond.n.6,bond.n.7,attachment.n.3,a superior quality of strong durable white writing paper; originally made for printing documents,a superior quality of strong durable white writing paper; originally made for printing documents,a connection that fastens things together,a connection that fastens things together
n,bond.n.1,bond.n.10,chemical_bond.n.1,adhesiveness.n.1,an electrical force linking atoms,an electrical force linking atoms,the property of sticking together (as of glue and wood) or the joining of surfaces of different composition,the property of sticking together (as of glue and wood)
n,bond.n.1,bond.n.5,chemical_bond.n.1,shackle.n.1,an electrical force linking atoms,an electrical force linking atoms,a restraint that confines or restricts freedom (especially something used to tie down or restrain a prisoner),anything that restrains (especially something used to tie down or restrain a prisoner)
n,bond.n.1,bond.n.6,chemical_bond.n.1,attachment.n.3,an electrical force linking atoms,an electrical force linking atoms,a connection that fastens things together,a connection that fastens things together
n,bond.n.10,bond.n.5,adhesiveness.n.1,shackle.n.1,the property of sticking together (as of glue and wood) or the joining of surfaces of different composition,the property of sticking together (as of glue and wood),a restraint that confines or restricts freedom (especially something used to tie down or restrain a prisoner),anything that restrains (especially something used to tie down or restrain a prisoner)
n,bond.n.10,bond.n.6,adhesiveness.n.1,attachment.n.3,the property of sticking together (as of glue and wood) or the joining of surfaces of different composition,the property of sticking together (as of glue and wood),a connection that fastens things together,a connection that fastens things together
n,bond.n.5,bond.n.6,shackle.n.1,attachment.n.3,a restraint that confines or restricts freedom (especially something used to tie down or restrain a prisoner),anything that restrains (especially something used to tie down or restrain a prisoner),a connection that fastens things together,a connection that fastens things together
n,representative.n.3,representative.n.4,congressman.n.1,example.n.1,a member of the United States House of Representatives,a member of the US House of Representatives,an item of information that is representative of a type,a single item of information that is representative of a type
n,representative.n.3,representative.n.1,congressman.n.1,representative.n.1,a member of the United States House of Representatives,a member of the US House of Representatives,a person who represents others,a person who represents others
n,representative.n.3,representative.n.2,congressman.n.1,spokesperson.n.1,a member of the United States House of Representatives,a member of the US House of Representatives,an advocate who represents someone else's policy or purpose,an advocate who represents someone else's policy or purpose
n,representative.n.4,representative.n.1,example.n.1,representative.n.1,an item of information that is representative of a type,a single item of information that is representative of a type,a person who represents others,a person who represents others
n,representative.n.4,representative.n.2,example.n.1,spokesperson.n.1,an item of information that is representative of a type,a single item of information that is representative of a type,an advocate who represents someone else's policy or purpose,an advocate who represents someone else's policy or purpose
n,representative.n.1,representative.n.2,representative.n.1,spokesperson.n.1,a person who represents others,a person who represents others,an advocate who represents someone else's policy or purpose,an advocate who represents someone else's policy or purpose
n,slope.n.1,slope.n.2,slope.n.1,gradient.n.2,an elevated geological formation,an elevated geological formation,the property possessed by a line or surface that departs from the horizontal,the property possessed by a line or surface that departs from the horizontal
n,attention.n.2,attention.n.3,care.n.1,attention.n.3,the work of providing treatment for or attending to someone or something,the work of caring for or attending to someone or something,a general interest that leads people to want to know more,a general interest that leads people to want to know more
