Pos,sense1_key17,sense1_wn17,sense2_wn17,sense2_key17,sense1_wn21,sense2_wn21,offset1_wn21,offset2_wn21,sense1_wn17_def,sense1_wn21_def,sense2_wn17_def,sense2_wn21_def,Merge,selse2
n,nation%1:14:02::,nation.n.03,nation.n.04,nation%1:18:00::,nation#n#03,nation#n#04,08189756-n,11038018-n,,a federation of tribes (especially native American tribes),,United States prohibitionist who raided saloons and destroyed bottles of liquor with a hatchet (1846-1911),not-merged,nation#n#03-nation#n#04
n,nation%1:14:01::,nation.n.02,nation.n.04,nation%1:18:00::,nation#n#02,nation#n#04,08054464-n,11038018-n,,the people who live in a nation or country,,United States prohibitionist who raided saloons and destroyed bottles of liquor with a hatchet (1846-1911),not-merged,nation#n#02-nation#n#04
n,present%1:28:00::,present.n.01,present.n.02,present%1:21:00::,present#n#01,present#n#02,14920954-n,13098287-n,,the period of time that is happening now; any continuous stretch of time including the moment of speech,,something presented as a gift,not-merged,present#n#01-present#n#02
n,present%1:28:00::,present.n.01,present.n.03,present%1:10:00::,present#n#01,present#n#03,14920954-n,06245032-n,,the period of time that is happening now; any continuous stretch of time including the moment of speech,,a verb tense that expresses actions or states at the time of speaking,not-merged,present#n#01-present#n#03
n,present%1:21:00::,present.n.02,present.n.03,present%1:10:00::,present#n#02,present#n#03,13098287-n,06245032-n,,something presented as a gift,,a verb tense that expresses actions or states at the time of speaking,not-merged,present#n#02-present#n#03
v,replace%2:30:00::,replace.v.01,replace.v.04,replace%2:35:00::,replace#v#01,replace#v#04,00159902-v,01296767-v,,substitute a person or thing for (another that is broken or inefficient or lost or no longer working or yielding what is expected),,put something back where it belongs,not-merged,replace#v#01-replace#v#04
n,church%1:14:00::,church.n.01,church.n.02,church%1:06:00::,church#n#01,church#n#02,07972583-n,02998121-n,,one of the groups of Christians who have their own beliefs and forms of worship,,a place for public (especially Christian) worship,not-merged,church#n#01-church#n#02
v,visit%2:41:00::,visit.v.03,visit.v.01,visit%2:41:02::,visit#v#03,visit#v#01,02463694-v,02468944-v,,pay a brief visit,,"visit a place, as for entertainment",not-merged,visit#v#03-visit#v#01
n,channel%1:06:02::,channel.n.07,channel.n.01,channel%1:10:00::,channel#n#07,channel#n#01,02976792-n,06177977-n,,a television station and its programs,,a path over which electrical signals can pass,merged,channel#n#07-channel#n#01
n,channel%1:06:02::,channel.n.07,channel.n.04,channel%1:17:00::,channel#n#07,channel#n#04,02976792-n,09108600-n,,a television station and its programs,,a deep and relatively narrow body of water (as in a river or a harbor or a strait linking two larger bodies) that allows the best passage for vessels,not-merged,channel#n#07-channel#n#04
n,channel%1:06:02::,channel.n.07,channel.n.05,channel%1:10:01::,channel#n#07,channel#n#05,02976792-n,06178200-n,,a television station and its programs,,(often plural) a means of communication or access,not-merged,channel#n#07-channel#n#05
n,channel%1:10:00::,channel.n.01,channel.n.04,channel%1:17:00::,channel#n#01,channel#n#04,06177977-n,09108600-n,,a path over which electrical signals can pass,,a deep and relatively narrow body of water (as in a river or a harbor or a strait linking two larger bodies) that allows the best passage for vessels,not-merged,channel#n#01-channel#n#04
n,channel%1:10:00::,channel.n.01,channel.n.05,channel%1:10:01::,channel#n#01,channel#n#05,06177977-n,06178200-n,,a path over which electrical signals can pass,,(often plural) a means of communication or access,not-merged,channel#n#01-channel#n#05
n,channel%1:17:00::,channel.n.04,channel.n.05,channel%1:10:01::,channel#n#04,channel#n#05,09108600-n,06178200-n,,a deep and relatively narrow body of water (as in a river or a harbor or a strait linking two larger bodies) that allows the best passage for vessels,,(often plural) a means of communication or access,not-merged,channel#n#04-channel#n#05
n,hearth%1:15:00::,hearth.n.03,hearth.n.02,hearth%1:06:00::,hearth#n#03,hearth#n#02,08461767-n,03469278-n,,an area near a fireplace (usually paved and extending out into a room),,home symbolized as a part of the fireplace,not-merged,hearth#n#03-hearth#n#02
v,keep%2:42:00::,keep.v.01,keep.v.03,keep%2:40:00::,keep#v#01,keep#v#03,02655994-v,02181956-v,,"keep in a certain state, position, or activity; e.g.,",,retain possession of,not-merged,keep#v#01-keep#v#03
v,keep%2:42:00::,keep.v.01,keep.v.21,keep%2:35:10::,keep#v#01,keep#v#21,02655994-v,01290424-v,,"keep in a certain state, position, or activity; e.g.,",,hold and prevent from leaving,not-merged,keep#v#01-keep#v#21
v,keep%2:42:00::,keep.v.01,keep.v.15,keep%2:42:02::,keep#v#01,keep#v#15,02655994-v,02708796-v,,"keep in a certain state, position, or activity; e.g.,",,"maintain in safety from injury, harm, or danger",not-merged,keep#v#01-keep#v#15
v,keep%2:42:00::,keep.v.01,keep.v.07,keep%2:40:01::,keep#v#01,keep#v#07,02655994-v,02182500-v,,"keep in a certain state, position, or activity; e.g.,",,look after; be the keeper of; have charge of,not-merged,keep#v#01-keep#v#07
v,keep%2:42:00::,keep.v.01,keep.v.16,keep%2:42:12::,keep#v#01,keep#v#16,02655994-v,02626590-v,,"keep in a certain state, position, or activity; e.g.,",,raise,not-merged,keep#v#01-keep#v#16
v,keep%2:42:00::,keep.v.01,keep.v.09,keep%2:42:01::,keep#v#01,keep#v#09,02655994-v,02626427-v,,"keep in a certain state, position, or activity; e.g.,",,supply with room and board,not-merged,keep#v#01-keep#v#09
v,keep%2:42:00::,keep.v.01,keep.v.12,keep%2:42:03::,keep#v#01,keep#v#12,02655994-v,02710474-v,,"keep in a certain state, position, or activity; e.g.,",,fail to spoil or rot,not-merged,keep#v#01-keep#v#12
v,keep%2:42:00::,keep.v.01,keep.v.19,keep%2:40:12::,keep#v#01,keep#v#19,02655994-v,02183416-v,,"keep in a certain state, position, or activity; e.g.,",,have as a supply,not-merged,keep#v#01-keep#v#19
v,keep%2:42:00::,keep.v.01,keep.v.18,keep%2:40:13::,keep#v#01,keep#v#18,02655994-v,02183666-v,,"keep in a certain state, position, or activity; e.g.,",,store or keep customarily,not-merged,keep#v#01-keep#v#18
v,keep%2:42:00::,keep.v.01,keep.v.20,keep%2:40:10::,keep#v#01,keep#v#20,02655994-v,02182740-v,,"keep in a certain state, position, or activity; e.g.,",,maintain for use and service,not-merged,keep#v#01-keep#v#20
v,keep%2:42:00::,keep.v.01,keep.v.08,keep%2:32:00::,keep#v#01,keep#v#08,02655994-v,01055319-v,,"keep in a certain state, position, or activity; e.g.,",,maintain by writing regular records,not-merged,keep#v#01-keep#v#08
v,keep%2:40:00::,keep.v.03,keep.v.21,keep%2:35:10::,keep#v#03,keep#v#21,02181956-v,01290424-v,,retain possession of,,hold and prevent from leaving,not-merged,keep#v#03-keep#v#21
v,keep%2:40:00::,keep.v.03,keep.v.15,keep%2:42:02::,keep#v#03,keep#v#15,02181956-v,02708796-v,,retain possession of,,"maintain in safety from injury, harm, or danger",not-merged,keep#v#03-keep#v#15
v,keep%2:40:00::,keep.v.03,keep.v.07,keep%2:40:01::,keep#v#03,keep#v#07,02181956-v,02182500-v,,retain possession of,,look after; be the keeper of; have charge of,not-merged,keep#v#03-keep#v#07
v,keep%2:40:00::,keep.v.03,keep.v.16,keep%2:42:12::,keep#v#03,keep#v#16,02181956-v,02626590-v,,retain possession of,,raise,not-merged,keep#v#03-keep#v#16
v,keep%2:40:00::,keep.v.03,keep.v.09,keep%2:42:01::,keep#v#03,keep#v#09,02181956-v,02626427-v,,retain possession of,,supply with room and board,not-merged,keep#v#03-keep#v#09
v,keep%2:40:00::,keep.v.03,keep.v.12,keep%2:42:03::,keep#v#03,keep#v#12,02181956-v,02710474-v,,retain possession of,,fail to spoil or rot,not-merged,keep#v#03-keep#v#12
v,keep%2:40:00::,keep.v.03,keep.v.19,keep%2:40:12::,keep#v#03,keep#v#19,02181956-v,02183416-v,,retain possession of,,have as a supply,not-merged,keep#v#03-keep#v#19
v,keep%2:40:00::,keep.v.03,keep.v.18,keep%2:40:13::,keep#v#03,keep#v#18,02181956-v,02183666-v,,retain possession of,,store or keep customarily,not-merged,keep#v#03-keep#v#18
v,keep%2:40:00::,keep.v.03,keep.v.20,keep%2:40:10::,keep#v#03,keep#v#20,02181956-v,02182740-v,,retain possession of,,maintain for use and service,not-merged,keep#v#03-keep#v#20
v,keep%2:40:00::,keep.v.03,keep.v.08,keep%2:32:00::,keep#v#03,keep#v#08,02181956-v,01055319-v,,retain possession of,,maintain by writing regular records,not-merged,keep#v#03-keep#v#08
v,keep%2:35:10::,keep.v.21,keep.v.15,keep%2:42:02::,keep#v#21,keep#v#15,01290424-v,02708796-v,,hold and prevent from leaving,,"maintain in safety from injury, harm, or danger",not-merged,keep#v#21-keep#v#15
v,keep%2:35:10::,keep.v.21,keep.v.07,keep%2:40:01::,keep#v#21,keep#v#07,01290424-v,02182500-v,,hold and prevent from leaving,,look after; be the keeper of; have charge of,not-merged,keep#v#21-keep#v#07
v,keep%2:35:10::,keep.v.21,keep.v.16,keep%2:42:12::,keep#v#21,keep#v#16,01290424-v,02626590-v,,hold and prevent from leaving,,raise,not-merged,keep#v#21-keep#v#16
v,keep%2:35:10::,keep.v.21,keep.v.09,keep%2:42:01::,keep#v#21,keep#v#09,01290424-v,02626427-v,,hold and prevent from leaving,,supply with room and board,not-merged,keep#v#21-keep#v#09
v,keep%2:35:10::,keep.v.21,keep.v.12,keep%2:42:03::,keep#v#21,keep#v#12,01290424-v,02710474-v,,hold and prevent from leaving,,fail to spoil or rot,not-merged,keep#v#21-keep#v#12
v,keep%2:35:10::,keep.v.21,keep.v.19,keep%2:40:12::,keep#v#21,keep#v#19,01290424-v,02183416-v,,hold and prevent from leaving,,have as a supply,not-merged,keep#v#21-keep#v#19
v,keep%2:35:10::,keep.v.21,keep.v.18,keep%2:40:13::,keep#v#21,keep#v#18,01290424-v,02183666-v,,hold and prevent from leaving,,store or keep customarily,not-merged,keep#v#21-keep#v#18
v,keep%2:35:10::,keep.v.21,keep.v.20,keep%2:40:10::,keep#v#21,keep#v#20,01290424-v,02182740-v,,hold and prevent from leaving,,maintain for use and service,not-merged,keep#v#21-keep#v#20
v,keep%2:35:10::,keep.v.21,keep.v.08,keep%2:32:00::,keep#v#21,keep#v#08,01290424-v,01055319-v,,hold and prevent from leaving,,maintain by writing regular records,not-merged,keep#v#21-keep#v#08
v,keep%2:42:02::,keep.v.15,keep.v.07,keep%2:40:01::,keep#v#15,keep#v#07,02708796-v,02182500-v,,"maintain in safety from injury, harm, or danger",,look after; be the keeper of; have charge of,merged,keep#v#15-keep#v#07
v,keep%2:42:02::,keep.v.15,keep.v.16,keep%2:42:12::,keep#v#15,keep#v#16,02708796-v,02626590-v,,"maintain in safety from injury, harm, or danger",,raise,merged,keep#v#15-keep#v#16
v,keep%2:42:02::,keep.v.15,keep.v.09,keep%2:42:01::,keep#v#15,keep#v#09,02708796-v,02626427-v,,"maintain in safety from injury, harm, or danger",,supply with room and board,not-merged,keep#v#15-keep#v#09
v,keep%2:42:02::,keep.v.15,keep.v.12,keep%2:42:03::,keep#v#15,keep#v#12,02708796-v,02710474-v,,"maintain in safety from injury, harm, or danger",,fail to spoil or rot,not-merged,keep#v#15-keep#v#12
v,keep%2:42:02::,keep.v.15,keep.v.19,keep%2:40:12::,keep#v#15,keep#v#19,02708796-v,02183416-v,,"maintain in safety from injury, harm, or danger",,have as a supply,not-merged,keep#v#15-keep#v#19
v,keep%2:42:02::,keep.v.15,keep.v.18,keep%2:40:13::,keep#v#15,keep#v#18,02708796-v,02183666-v,,"maintain in safety from injury, harm, or danger",,store or keep customarily,not-merged,keep#v#15-keep#v#18
v,keep%2:42:02::,keep.v.15,keep.v.20,keep%2:40:10::,keep#v#15,keep#v#20,02708796-v,02182740-v,,"maintain in safety from injury, harm, or danger",,maintain for use and service,not-merged,keep#v#15-keep#v#20
v,keep%2:42:02::,keep.v.15,keep.v.08,keep%2:32:00::,keep#v#15,keep#v#08,02708796-v,01055319-v,,"maintain in safety from injury, harm, or danger",,maintain by writing regular records,not-merged,keep#v#15-keep#v#08
v,keep%2:40:01::,keep.v.07,keep.v.16,keep%2:42:12::,keep#v#07,keep#v#16,02182500-v,02626590-v,,look after; be the keeper of; have charge of,,raise,merged,keep#v#07-keep#v#16
v,keep%2:40:01::,keep.v.07,keep.v.09,keep%2:42:01::,keep#v#07,keep#v#09,02182500-v,02626427-v,,look after; be the keeper of; have charge of,,supply with room and board,not-merged,keep#v#07-keep#v#09
v,keep%2:40:01::,keep.v.07,keep.v.12,keep%2:42:03::,keep#v#07,keep#v#12,02182500-v,02710474-v,,look after; be the keeper of; have charge of,,fail to spoil or rot,not-merged,keep#v#07-keep#v#12
v,keep%2:40:01::,keep.v.07,keep.v.19,keep%2:40:12::,keep#v#07,keep#v#19,02182500-v,02183416-v,,look after; be the keeper of; have charge of,,have as a supply,not-merged,keep#v#07-keep#v#19
v,keep%2:40:01::,keep.v.07,keep.v.18,keep%2:40:13::,keep#v#07,keep#v#18,02182500-v,02183666-v,,look after; be the keeper of; have charge of,,store or keep customarily,not-merged,keep#v#07-keep#v#18
v,keep%2:40:01::,keep.v.07,keep.v.20,keep%2:40:10::,keep#v#07,keep#v#20,02182500-v,02182740-v,,look after; be the keeper of; have charge of,,maintain for use and service,not-merged,keep#v#07-keep#v#20
v,keep%2:40:01::,keep.v.07,keep.v.08,keep%2:32:00::,keep#v#07,keep#v#08,02182500-v,01055319-v,,look after; be the keeper of; have charge of,,maintain by writing regular records,not-merged,keep#v#07-keep#v#08
v,keep%2:42:12::,keep.v.16,keep.v.09,keep%2:42:01::,keep#v#16,keep#v#09,02626590-v,02626427-v,,raise,,supply with room and board,not-merged,keep#v#16-keep#v#09
v,keep%2:42:12::,keep.v.16,keep.v.12,keep%2:42:03::,keep#v#16,keep#v#12,02626590-v,02710474-v,,raise,,fail to spoil or rot,not-merged,keep#v#16-keep#v#12
v,keep%2:42:12::,keep.v.16,keep.v.19,keep%2:40:12::,keep#v#16,keep#v#19,02626590-v,02183416-v,,raise,,have as a supply,not-merged,keep#v#16-keep#v#19
v,keep%2:42:12::,keep.v.16,keep.v.18,keep%2:40:13::,keep#v#16,keep#v#18,02626590-v,02183666-v,,raise,,store or keep customarily,not-merged,keep#v#16-keep#v#18
v,keep%2:42:12::,keep.v.16,keep.v.20,keep%2:40:10::,keep#v#16,keep#v#20,02626590-v,02182740-v,,raise,,maintain for use and service,not-merged,keep#v#16-keep#v#20
v,keep%2:42:12::,keep.v.16,keep.v.08,keep%2:32:00::,keep#v#16,keep#v#08,02626590-v,01055319-v,,raise,,maintain by writing regular records,not-merged,keep#v#16-keep#v#08
v,keep%2:42:01::,keep.v.09,keep.v.12,keep%2:42:03::,keep#v#09,keep#v#12,02626427-v,02710474-v,,supply with room and board,,fail to spoil or rot,not-merged,keep#v#09-keep#v#12
v,keep%2:42:01::,keep.v.09,keep.v.19,keep%2:40:12::,keep#v#09,keep#v#19,02626427-v,02183416-v,,supply with room and board,,have as a supply,not-merged,keep#v#09-keep#v#19
v,keep%2:42:01::,keep.v.09,keep.v.18,keep%2:40:13::,keep#v#09,keep#v#18,02626427-v,02183666-v,,supply with room and board,,store or keep customarily,not-merged,keep#v#09-keep#v#18
v,keep%2:42:01::,keep.v.09,keep.v.20,keep%2:40:10::,keep#v#09,keep#v#20,02626427-v,02182740-v,,supply with room and board,,maintain for use and service,not-merged,keep#v#09-keep#v#20
v,keep%2:42:01::,keep.v.09,keep.v.08,keep%2:32:00::,keep#v#09,keep#v#08,02626427-v,01055319-v,,supply with room and board,,maintain by writing regular records,not-merged,keep#v#09-keep#v#08
v,keep%2:42:03::,keep.v.12,keep.v.19,keep%2:40:12::,keep#v#12,keep#v#19,02710474-v,02183416-v,,fail to spoil or rot,,have as a supply,not-merged,keep#v#12-keep#v#19
v,keep%2:42:03::,keep.v.12,keep.v.18,keep%2:40:13::,keep#v#12,keep#v#18,02710474-v,02183666-v,,fail to spoil or rot,,store or keep customarily,not-merged,keep#v#12-keep#v#18
v,keep%2:42:03::,keep.v.12,keep.v.20,keep%2:40:10::,keep#v#12,keep#v#20,02710474-v,02182740-v,,fail to spoil or rot,,maintain for use and service,not-merged,keep#v#12-keep#v#20
v,keep%2:42:03::,keep.v.12,keep.v.08,keep%2:32:00::,keep#v#12,keep#v#08,02710474-v,01055319-v,,fail to spoil or rot,,maintain by writing regular records,not-merged,keep#v#12-keep#v#08
v,keep%2:40:12::,keep.v.19,keep.v.18,keep%2:40:13::,keep#v#19,keep#v#18,02183416-v,02183666-v,,have as a supply,,store or keep customarily,merged,keep#v#19-keep#v#18
v,keep%2:40:12::,keep.v.19,keep.v.20,keep%2:40:10::,keep#v#19,keep#v#20,02183416-v,02182740-v,,have as a supply,,maintain for use and service,merged,keep#v#19-keep#v#20
v,keep%2:40:12::,keep.v.19,keep.v.08,keep%2:32:00::,keep#v#19,keep#v#08,02183416-v,01055319-v,,have as a supply,,maintain by writing regular records,not-merged,keep#v#19-keep#v#08
v,keep%2:40:13::,keep.v.18,keep.v.20,keep%2:40:10::,keep#v#18,keep#v#20,02183666-v,02182740-v,,store or keep customarily,,maintain for use and service,merged,keep#v#18-keep#v#20
v,keep%2:40:13::,keep.v.18,keep.v.08,keep%2:32:00::,keep#v#18,keep#v#08,02183666-v,01055319-v,,store or keep customarily,,maintain by writing regular records,not-merged,keep#v#18-keep#v#08
v,keep%2:40:10::,keep.v.20,keep.v.08,keep%2:32:00::,keep#v#20,keep#v#08,02182740-v,01055319-v,,maintain for use and service,,maintain by writing regular records,not-merged,keep#v#20-keep#v#08
v,wash%2:29:00::,wash.v.02,wash.v.01,wash%2:35:02::,wash#v#02,wash#v#01,00035853-v,01258694-v,,cleanse (one's body) with soap and water,,clean with some chemical process,merged,wash#v#02-wash#v#01
v,wash%2:29:00::,wash.v.02,wash.v.03,wash%2:35:00::,wash#v#02,wash#v#03,00035853-v,01522375-v,,cleanse (one's body) with soap and water,,"cleanse with a cleaning agent, such as soap, and water",merged,wash#v#02-wash#v#03
v,wash%2:29:00::,wash.v.02,wash.v.05,wash%2:42:00::,wash#v#02,wash#v#05,00035853-v,02718490-v,,cleanse (one's body) with soap and water,,be capable of being washed,merged,wash#v#02-wash#v#05
v,wash%2:29:00::,wash.v.02,wash.v.12,wash%2:29:02::,wash#v#02,wash#v#13,00035853-v,00035669-v,,cleanse (one's body) with soap and water,,to cleanse (itself or another animal) by licking,merged,wash#v#02-wash#v#13
v,wash%2:29:00::,wash.v.02,wash.v.10,wash%2:30:09::,wash#v#02,wash#v#10,00035853-v,00271571-v,,cleanse (one's body) with soap and water,,form by erosion,not-merged,wash#v#02-wash#v#10
